type,name,year,cellar,region,country,varieties,eco,rating,stars,opinions,likes,parker,penin,suckling,price,old_price,offer
Vinos rosados y rosé,Love by Léoube,2021,Château de Léoube,Côtes-de-Provence,Francia,Cinsaut / Grenache / Monastrell,ECO,5.0,5,2,5,-1,-1,-1,"13,50 €",,False
Vinos rosados y rosé,Pricum Rosado Barrica,2019,Bodegas Margón,León,España,Prieto picudo,,5.0,5,2,2,-1,-1,-1,"9,57 €","11,25 €",True
Vinos rosados y rosé,Cataldi Madonna Cerasuolo Piè delle Vigne,2019,Cataldi Madonna,Cerasuolo d'Abruzzo,Italia,Montepulciano,,4.5,5,4,2,-1,-1,-1,"27,85 €",,False
Vinos rosados y rosé,Roura Merlot,2017,Roura,Alella,España,Merlot,,0.0,5,0,0,-1,-1,-1,"6,95 €",,False
Vinos rosados y rosé,San Felice Toscana Rosato Tenuta Perolla,2018,San Felice,Toscana,Italia,Sangiovese / Cabernet sauvignon / Ciliegiolo,,5.0,5,1,0,-1,-1,-1,"8,12 €","9,55 €",True
Vinos rosados y rosé,Sàtirs Rosat,2017,Celler Arché Pagès,Empordà,España,Garnacha / Cabernet sauvignon / Syrah,,2.0,5,1,0,-1,-1,-1,"6,40 €",,False
Vinos rosados y rosé,Mas de Canet Rosat,2018,Tianna Negre - Ses Nines,Mallorca,España,Callet / Mantonegro,,0.0,5,0,0,-1,-1,-1,"5,31 €","5,90 €",True
Vinos rosados y rosé,Gaudiana Rosat,2019,Bodegas Pinord,Penedès,España,Merlot / Tempranillo / Cabernet sauvignon,,5.0,5,2,0,-1,-1,-1,"3,74 €","4,40 €",True
Vinos rosados y rosé,Édalo Rosado,2020,Bodegas Contreras Ruiz,Sin indicación geográfica,España,Syrah,,0.0,5,0,0,-1,-1,-1,"5,51 €",,False
Vinos rosados y rosé,Fontanavecchia Aglianico del Taburno Rosato,2017,Azienda Agricola Fontanavecchia,Aglianico del Taburno,Italia,Aglianico,,0.0,5,0,0,-1,-1,-1,"11,80 €","13,10 €",True
Vinos rosados y rosé,Le Pupille RosaMati,2018,Fattoria Le Pupille,Toscana,Italia,Syrah,,0.0,5,0,0,90,-1,-1,"14,60 €",,False
Vinos rosados y rosé,Campo alle Comete Bolgheri Rosato,2019,Campo alle Comete,Bolgheri,Italia,Merlot / Cabernet sauvignon / Syrah,,0.0,5,0,0,-1,-1,-1,"12,35 €",,False
Vinos rosados y rosé,Colterenzio Lagrein Rosé,2020,Colterenzio,Alto Adige,Italia,Lagrein,,0.0,5,0,0,-1,-1,-1,"12,75 €",,False
Vinos rosados y rosé,Anahí Rosado,2020,Javier San Pedro Ortega,Rioja,España,Tempranillo / Sauvignon blanc / Malvasía,,4.0,5,1,0,-1,-1,-1,"7,50 €",,False
Vinos rosados y rosé,Cara Nord Rosat Trepat,2020,Cara Nord,Conca de Barberà,España,Trepat,,4.0,5,1,2,-1,-1,-1,"10,50 €",,False
Vinos rosados y rosé,PALM par l'Escarelle Rosé,2021,Château de l'Escarelle,Var,Francia,Caladoc / Grenache / Merlot,ECO,4.0,5,3,5,-1,-1,-1,"9,80 €",,False
Vinos rosados y rosé,Santa Lucia Gazza Rosata,2018,Santa Lucia,Puglia,Italia,Bombino Nero / Nero di Troia,ECO,0.0,5,0,0,-1,-1,-1,"14,04 €","15,60 €",True
Vinos rosados y rosé,Selva Capuzza Garda Chiaretto San Donino,2017,Selva Capuzza,Garda,Italia,Groppello / Barbera / Sangiovese / Marzemino,,0.0,5,0,0,-1,-1,-1,"13,50 €",,False
Vinos rosados y rosé,Brancaia Toscana Merlot Rosé,2020,Brancaia,Toscana,Italia,Merlot,,5.0,5,1,3,-1,-1,-1,"13,55 €",,False
Vinos rosados y rosé,Palmento Costanzo Etna Rosato Mofete,2019,Palmento Costanzo,Etna,Italia,Nerello mascalese,,0.0,5,0,1,-1,-1,91,"17,90 €",,False
Vinos rosados y rosé,Tramin T Rosé,2019,Cantina Tramin,Vigneti delle Dolomiti,Italia,Lagrein / Merlot / Pinot noir,,0.0,5,0,0,-1,-1,-1,"9,05 €",,False
Vinos rosados y rosé,Graci Etna Rosato,2018,Graci,Etna,Italia,Nerello mascalese,,3.5,5,2,0,-1,-1,-1,"19,00 €",,False
Vinos rosados y rosé,Feudo Montoni Nerello Mascalese Rose di Adele,2021,Feudo Montoni,Sicilia,Italia,Nerello mascalese,ECO,4.0,5,2,3,-1,-1,-1,"13,95 €",,False
Vinos rosados y rosé,Talamonti Cerasuolo d'Abruzzo Rosé,2019,Talamonti,Cerasuolo d'Abruzzo,Italia,Montepulciano,,0.0,5,0,2,-1,-1,-1,"8,35 €",,False
Vinos rosados y rosé,Calabretta Rosato,2019,Calabretta,Sin indicación geográfica,Italia,Nerello mascalese,,4.0,5,1,3,-1,-1,-1,"16,90 €",,False
Vinos rosados y rosé,Nuestra Señora del Portal Rosado,2018,Celler Piñol,Terra Alta,España,Garnacha / Syrah,,0.0,5,0,1,-1,-1,-1,"8,91 €","9,90 €",True
Vinos rosados y rosé,Santadi Carignano del Sulcis Rosato Tre Torri,2017,Santadi,Carignano del Sulcis,Italia,Carignano,,0.0,5,0,0,-1,-1,-1,"6,84 €","8,05 €",True
Vinos rosados y rosé,Due Palme Salento Rosato Corerosa,2020,Due Palme,Salento,Italia,Primitivo / Susumaniello,,5.0,5,1,0,-1,-1,-1,"10,50 €",,False
Vinos rosados y rosé,Vins de Taller Gris,2016,Vins de Taller,Sin indicación geográfica,España,Marcelan,,0.0,5,0,0,-1,-1,-1,"12,40 €",,False
Vinos rosados y rosé,Poggio al Tesoro Bolgheri Rosato Cassiopea,2016,Poggio al Tesoro,Bolgheri,Italia,Merlot / Cabernet franc,,5.0,5,1,0,-1,-1,-1,"11,30 €",,False
Vinos rosados y rosé,Zárate Fontecón Rosé,2017,Zárate,Sin indicación geográfica,España,,,0.0,5,0,2,-1,-1,-1,"18,45 €","20,50 €",True
Vinos rosados y rosé,San Ruggiero Puglia Nero di Troia Sine Verba,2019,San Ruggiero,Puglia,Italia,Nero di Troia,,0.0,5,0,0,-1,-1,-1,"15,35 €",,False
Vinos rosados y rosé,L'Escarelle Le Pacha Rosé,2021,Château de l'Escarelle,Coteaux-Varois-en-Provence,Francia,Cinsaut / Syrah / Garnacha,ECO,0.0,5,0,3,-1,-1,-1,"13,95 €",,False
Vinos rosados y rosé,Alfredo Maestro Amanda,2018,Bodega Alfredo Maestro Tejero,Castilla y León,España,Garnacha tintorera,,0.0,5,0,2,-1,-1,-1,"10,90 €",,False
Vinos rosados y rosé,Maculan Costadolio,2017,Maculan,Veneto IGT,Italia,Merlot,,0.0,5,0,0,-1,-1,-1,"10,10 €",,False
Vinos rosados y rosé,Otazu Rosado Merlot,2020,Bodega Otazu,Navarra,España,Merlot,,4.33333,5,6,3,-1,-1,-1,"9,50 €",,False
Vinos rosados y rosé,Epicure Más Amor,2019,Epicure Wines By Franck Massard,Catalunya,España,Garnacha / Tempranillo,,0.0,5,0,1,-1,-1,-1,"8,40 €",,False
Vinos rosados y rosé,Saint M Rosé,2020,Château Saint Maur,Côtes-de-Provence,Francia,Grenache / Cinsaut / Tibouren / Syrah / Monastrell / Rolle,,0.0,5,0,5,-1,-1,-1,"15,60 €",,False
Vinos rosados y rosé,Caves d'Esclans Whispering Angel,2020,Château d'Esclans,Côtes-de-Provence,Francia,Grenache / Cinsaut / Syrah / Carignano / Vermentino,,4.2,5,5,3,-1,-1,92,"20,50 €",,False
Vinos rosados y rosé,Marabino Nero d'Avola Rosato Rosa Nera,2019,Marabino,Terre Siciliane,Italia,Nero d'Avola,ECO,4.66667,5,3,2,-1,-1,-1,"13,10 €",,False
Vinos rosados y rosé,Chiaromonte Pinot Nero Rosato Kimìa,2018,Chiaromonte,Puglia,Italia,Pinot noir,,0.0,5,0,0,-1,-1,-1,"12,87 €","14,30 €",True
Vinos rosados y rosé,OrgulloWine Rosado,2018,Orgullo Wine,Castilla,España,Syrah,,0.0,5,0,0,-1,-1,-1,"7,85 €",,False
Vinos rosados y rosé,Caves d'Esclans Rock Angel,2020,Château d'Esclans,Côtes-de-Provence,Francia,Grenache / Rolle / Syrah,,0.0,5,0,0,-1,-1,-1,"28,70 €",,False
Vinos rosados y rosé,Palamà Albarossa Rosato,2016,Palamà,Salento,Italia,Negroamaro,,3.0,5,1,0,-1,-1,-1,"7,55 €",,False
Vinos rosados y rosé,Pinord Diorama Pinot Noir,2017,Bodegas Pinord,Penedès,España,Pinot noir,ECO,0.0,5,0,0,-1,-1,-1,"7,27 €","8,55 €",True
Vinos rosados y rosé,Endrizzi Teroldego Rosato,2018,Endrizzi,Vigneti delle Dolomiti,Italia,Teroldego,,0.0,5,0,0,-1,-1,-1,"12,35 €",,False
Vinos rosados y rosé,Giorgi Pinot Nero Rosato Frizzante,2019,Giorgi,Oltrepò Pavese,Italia,Pinot noir,,5.0,5,1,3,-1,-1,-1,"13,55 €",,False
Vinos rosados y rosé,Ca' Lojera Garda Rosato Monte della Guardia,2021,Ca' Lojera,Garda,Italia,Cabernet sauvignon / Merlot,,5.0,5,2,3,-1,-1,-1,"12,55 €",,False
Vinos rosados y rosé,Château de L'Escarelle Coteaux Varois,2021,Château de l'Escarelle,Coteaux-Varois-en-Provence,Francia,Grenache / Syrah / Cinsaut,ECO,4.0,5,4,3,-1,-1,-1,"11,70 €",,False
Vinos rosados y rosé,Les Sorts Rosat,2019,Celler Masroig,Montsant,España,Garnacha / Cariñena,,0.0,5,0,0,-1,-1,-1,"7,95 €",,False
Vinos rosados y rosé,Reale Tramonti Rosato Getis,2018,Azienda Agricola Reale,Costa d'Amalfi,Italia,Piedirosso / Tintore,ECO,0.0,5,0,0,-1,-1,-1,"32,10 €",,False
Vinos rosados y rosé,Marina Palusci Cerasuolo SenzaNiente,2017,Marina Palusci,Cerasuolo d'Abruzzo,Italia,Montepulciano,,0.0,5,0,0,-1,-1,-1,"13,65 €",,False
Vinos rosados y rosé,Ca N'Estruc Rosado,2021,Ca N'Estruc,Catalunya,España,Garnacha,,0.0,5,0,2,-1,-1,-1,"7,90 €",,False
Vinos rosados y rosé,Pizarras de Otero Rosado,2020,Adegas Galegas,Bierzo,España,Mencía,,0.0,5,0,0,-1,-1,-1,"6,75 €",,False
Vinos rosados y rosé,Nals Margreid Lagrein Rosé,2019,Nals Margreid,Alto Adige,Italia,Lagrein,,0.0,5,0,0,-1,-1,-1,"15,00 €",,False
Vinos rosados y rosé,Terre Nobili Donn'Eleonò,2018,Terre Nobili,Calabria,Italia,Nerello cappuccio / Nerello mascalese / Magliocco,ECO,0.0,5,0,0,-1,-1,-1,"12,35 €",,False
Vinos rosados y rosé,Monte Toro 9 Rosado,2018,Bodegas Ramón Ramos,Toro,España,Tinta de Toro,,0.0,5,0,0,-1,-1,-1,"4,50 €",,False
Vinos rosados y rosé,Domaine de L'Ile - Porquerolles Rosé,2020,Domaine de L'Ile,Côtes-de-Provence,Francia,Grenache / Syrah / Cinsaut / Monastrell / Tibouren,ECO,4.66667,5,6,9,-1,-1,-1,"20,40 €",,False
Vinos rosados y rosé,Regina Viarum Rosae,2018,Bodegas Regina Viarum,Ribeira Sacra,España,Mencía,,0.0,5,0,0,-1,-1,-1,"11,82 €","13,90 €",True
Vinos rosados y rosé,Ácrata Bobal Rosado  - Verano,2019,Kirios de Adrada,Sin indicación geográfica,España,Bobal,,4.0,5,2,3,-1,-1,-1,"9,27 €","10,90 €",True
Vinos rosados y rosé,Ribas Rosat,2021,Bodega Ribas,Mallorca,España,Mantonegro / Gargollassa / Callet,ECO,4.33333,5,9,4,-1,-1,-1,"14,50 €",,False
Vinos rosados y rosé,Nena Rosat Els Vilars,2018,Vinya Els Vilars,Costers del Segre,España,Syrah,,4.0,5,1,1,-1,-1,-1,"9,76 €","10,85 €",True
Vinos rosados y rosé,Hofstatter Lagrein Rosé,2019,Hofstätter,Alto Adige,Italia,Lagrein,,0.0,5,0,0,-1,-1,-1,"13,55 €",,False
Vinos rosados y rosé,Agustí Torelló Mata Xic Vermell,2019,Cavas Agustí Torelló,Penedès,España,Xarel·lo vermell,ECO,4.0,5,4,1,-1,-1,-1,"6,50 €",,False
Vinos rosados y rosé,Spiriti Ebbri Neostòs Rosato,2016,Spiriti Ebbri,Calabria,Italia,Greco / Merlot / Guarnaccia,ECO,0.0,5,0,0,-1,-1,-1,"24,45 €",,False
Vinos rosados y rosé,Jaboulet Parallèle 45 Rosé,2019,Domaines Paul Jaboulet Aîné,Côtes du Rhône,Francia,Garnacha / Cinsaut / Syrah,,4.0,5,1,1,-1,-1,-1,"8,46 €","9,95 €",True
Vinos rosados y rosé,Antonio Pisante Nero di Troia Rosato Pyrrós,2019,Antonio Pisante,Puglia,Italia,Nero di Troia,,4.33333,5,3,0,-1,-1,-1,"6,55 €",,False
Vinos rosados y rosé,Tenuta Ammiraglia Rosé Alìe,2019,Marchesi de' Frescobaldi,Toscana,Italia,Syrah / Vermentino,,4.5,5,2,3,-1,-1,-1,"16,90 €",,False
Vinos rosados y rosé,Casa de Si Florecita Clarete Tinajas,2015,Casa de Si,Calatayud,España,Garnacha / Garnacha blanca / Tinta de Toro,,0.0,5,0,1,-1,-1,-1,"23,70 €",,False
Vinos rosados y rosé,Pícaro del Águila Clarete,2020,Dominio del Águila,Ribera del Duero,España,Tempranillo / Garnacha / Bobal,ECO,4.66667,5,9,25,-1,-1,-1,"25,40 €",,False
Vinos rosados y rosé,Fragantia Nº 6 Rosado,2018,Finca Constancia,Castilla,España,Syrah,,5.0,5,1,0,-1,-1,-1,"6,10 €",,False
Vinos rosados y rosé,L de Aylés Rosado,2014,Pago de Aylés,Aylés,España,Garnacha / Cabernet sauvignon,,0.0,5,0,0,-1,-1,-1,"8,20 €",,False
Vinos rosados y rosé,Il Borro Rosé del Borro,2018,Il Borro,Toscana,Italia,Sangiovese,,5.0,5,1,1,-1,-1,-1,"11,30 €",,False
Vinos rosados y rosé,Tayaimgut Fresc Rosat,2016,Tayaimgut,Penedès,España,Merlot,,0.0,5,0,0,-1,-1,-1,"8,65 €",,False
Vinos rosados y rosé,Andrea Occhipinti Alea Rosa,2020,Andrea Occhipinti,Sin indicación geográfica,Italia,Aleático,ECO,4.0,5,1,3,-1,-1,-1,"15,75 €",,False
Vinos rosados y rosé,Perrin Nature Côtes du Rhône Rosé,2020,Famille Perrin,Côtes du Rhône,Francia,Cinsaut / Grenache / Monastrell / Syrah,ECO,0.0,5,0,0,-1,-1,-1,"9,40 €",,False
Vinos rosados y rosé,Durin Ormeasco di Pornassio Sciac-trà,2017,Durin,Ormeasco di Pornassio,Italia,Ormeasco,,0.0,5,0,0,-1,-1,-1,"14,60 €",,False
Vinos rosados y rosé,Vulcano Rosado,2021,Bodega Vulcano,Lanzarote,España,Listán negro,,5.0,5,11,7,-1,-1,-1,"19,30 €",,False
Vinos rosados y rosé,Torrevento Bombino Nero Veritas,2018,Torrevento,Castel del Monte Bombino Nero,Italia,Bombino Nero,,5.0,5,2,1,-1,-1,-1,"8,05 €",,False
Vinos rosados y rosé,Tenuta Campo al Mare Bolgheri Rosato,2018,Tenuta Campo al Mare,Bolgheri,Italia,Merlot,,0.0,5,0,0,-1,-1,-1,"13,10 €",,False
Vinos rosados y rosé,Libido Rosado,2017,Vinos Mondo Lirondo,Navarra,España,Garnacha,,0.0,5,0,0,-1,-1,-1,"5,80 €",,False
Vinos rosados y rosé,Falesco Tellus Rosé di Syrah,2021,Falesco - Famiglia Cotarella,Lazio,Italia,Syrah,,0.0,5,0,0,-1,-1,-1,"10,85 €",,False
Vinos rosados y rosé,Château Boujac Vita Méa Rosé,2020,Château Boujac,Fronton,Francia,Négrette / Syrah / Cabernet franc,ECO,0.0,5,0,0,-1,-1,-1,"10,45 €",,False
Vinos rosados y rosé,Perla del Garda Rose delle Siepi,-1,Perla del Garda,Sin indicación geográfica,Italia,Rebo,,0.0,5,0,0,-1,-1,-1,"14,60 €",,False
Vinos rosados y rosé,Librandi Cirò Rosato,2020,Librandi,Cirò,Italia,Gaglioppo,,5.0,5,1,1,-1,-1,-1,"9,30 €",,False
Vinos rosados y rosé,Costaripa RosaMara,2021,Costaripa,Valtènesi,Italia,Groppello / Marzemino / Sangiovese / Barbera,,4.71429,5,7,2,-1,-1,-1,"13,55 €",,False
Vinos rosados y rosé,Pink Flamingo Gris de Gris Rosé,2020,Domaine Royal de Jarras,Sable de Camargue,Francia,Grenache,ECO,0.0,5,0,4,-1,-1,-1,"10,45 €",,False
Vinos rosados y rosé,L'Escarelle L'Instant Rosé,2020,Château de l'Escarelle,Coteaux-Varois-en-Provence,Francia,Garnacha / Syrah / Cinsaut,,0.0,5,0,3,-1,-1,-1,"10,95 €",,False
Vinos rosados y rosé,Avancia Cuvée de O Rosé,2017,Bodegas Avanthia,Sin indicación geográfica,España,Mencía,,4.0,5,1,0,-1,-1,-1,"11,95 €",,False
Vinos rosados y rosé,Ismael Gozalo Microbio Correcaminos Rosado,2021,Microbio Wines,Sin indicación geográfica,España,Tempranillo / Verdejo,,4.0,5,2,4,-1,-1,-1,"16,35 €",,False
Vinos rosados y rosé,Château Puech-Haut Tête de Bélier Rosé,2018,Château Puech-Haut,Languedoc,Francia,Monastrell / Grenache,,0.0,5,0,0,-1,-1,-1,"21,45 €",,False
Vinos rosados y rosé,Cantine Russo Etna Rosato Piano dei Daini,2016,Cantine Russo,Etna,Italia,Nerello mascalese / Nerello cappuccio,,0.0,5,0,0,-1,-1,-1,"18,91 €","22,25 €",True
Vinos rosados y rosé,Domaine des Terrisses Gaillac Rosé,2020,Domaine des Terrisses,Gaillac,Francia,Braucol / Duras / Syrah,,0.0,5,0,0,-1,-1,-1,"8,55 €",,False
Vinos rosados y rosé,Masciarelli Colline Teatine Rosato,2019,Masciarelli,Colline Teatine,Italia,Montepulciano,,0.0,5,0,1,-1,-1,-1,"9,55 €",,False
Vinos rosados y rosé,Château d'Esclans Les Clans,2020,Château d'Esclans,Côtes-de-Provence,Francia,Grenache / Rolle / Syrah,,0.0,5,0,1,-1,-1,-1,"44,85 €",,False
Vinos rosados y rosé,Terre di Talamo Rosé Piano Piano,2019,Terre di Talamo,Toscana,Italia,Sangiovese / Cabernet sauvignon,ECO,0.0,5,0,0,-1,-1,-1,"15,90 €",,False
Vinos rosados y rosé,Siós Violes Velles,2015,Costers del Sió,Costers del Segre,España,Garnacha / Syrah,,0.0,5,0,0,-1,-1,-1,"10,30 €",,False
Vinos rosados y rosé,Giacometti Patrimonio Rosé Cru des Agriate,2019,Giacometti,Patrimonio,Francia,Nielluccio / Sciacarello,,0.0,5,0,0,-1,-1,-1,"16,25 €",,False
Vinos rosados y rosé,Masseria Felicia Aglianico Rosalice,2014,Masseria Felicia,Roccamonfina,Italia,Aglianico,,0.0,5,0,0,-1,-1,-1,"13,10 €",,False
Vinos rosados y rosé,Xino-Xano Rosat,2019,Oriol Rossell,Penedès,España,Merlot / Syrah,,0.0,5,0,0,-1,-1,-1,"5,52 €","6,50 €",True
Vinos rosados y rosé,Giusti Le Rose di Settembre,2019,Giusti Piergiovanni,Marche,Italia,Lacrima,,0.0,5,0,0,-1,-1,-1,"10,30 €",,False
Vinos rosados y rosé,Sant'Andrea Circeo Rosato Riflessi,2018,Cantina Sant'Andrea,Circeo,Italia,Merlot,,0.0,5,0,0,-1,-1,-1,"8,55 €",,False
Vinos rosados y rosé,Rocca delle Macìe Rosato Campo Maccione,2019,Rocca delle Macìe,Maremma Toscana,Italia,Sangiovese,,0.0,5,0,0,-1,-1,-1,"12,55 €",,False
Vinos rosados y rosé,Abbazia di Propezzano Rosato CAb,2017,Abbazia di Propezzano,Colli Aprutini,Italia,Montepulciano,,0.0,5,0,0,-1,-1,-1,"12,15 €","13,50 €",True
Vinos rosados y rosé,Honorio Rubio Tremendus Clarete,2017,Bodegas Honorio Rubio,Rioja,España,Viura / Garnacha,,4.0,5,1,1,-1,-1,-1,"5,60 €",,False
Vinos rosados y rosé,Château de Nages Vieilles Vignes Rosé,2018,Château de Nages,Costières-de-Nîmes,Francia,Garnacha / Monastrell,ECO,0.0,5,0,0,-1,-1,-1,"14,50 €",,False
Vinos rosados y rosé,Epicure El Mago Rosado,2017,Epicure Wines By Franck Massard,Terra Alta,España,Garnacha,,0.0,5,0,0,-1,-1,-1,"15,00 €",,False
Vinos rosados y rosé,Medici Ermete Reggiano Lambrusco Rosato Quercioli,-1,Medici Ermete,Reggiano,Italia,Lambrusco Marani,,0.0,5,0,0,-1,-1,-1,"7,05 €",,False
Vinos rosados y rosé,Gaudio Monferrato Ciaret,2016,Gaudio,Monferrato,Italia,Barbera / Freisa,,0.0,5,0,0,-1,-1,-1,"12,55 €",,False
Vinos rosados y rosé,Romanin Alpilles Rosé,2020,Château Romanin,Alpilles,Francia,Grenache / Counoise / Cabernet sauvignon / Syrah,ECO,5.0,5,1,3,-1,-1,-1,"13,50 €",,False
Vinos rosados y rosé,Château de Saint-Preignan Mas de Cigales Rosé,2016,Château de Saint-Preignan,Pays d'Hérault,Francia,Cinsaut / Garnacha,,0.0,5,0,0,-1,-1,-1,"6,35 €",,False
Vinos rosados y rosé,Vallombrosa Les Terrasses Rosé,2013,Villa Vallombrosa,Côtes-de-Provence,Francia,Garnacha / Cinsaut / Syrah / Monastrell,,0.0,5,0,0,-1,-1,-1,"19,95 €",,False
Vinos rosados y rosé,Oriol Artigas SOS #4 Celler Pujol Cargol,2020,Oriol Artigas Viticultor,Sin indicación geográfica,España,Lledoner roig / Cariñena blanca,,0.0,5,0,3,-1,-1,-1,"14,40 €",,False
Vinos rosados y rosé,Bicicletas y Peces Rosado Pálido,2017,Family Owned Wineries,Somontano,España,Tempranillo,,3.66667,5,3,0,-1,-1,-1,"8,80 €",,False
Vinos rosados y rosé,Summertime by La Gordonne Rosé,2020,Domaine de la Gordonne,Côtes-de-Provence,Francia,Cinsaut / Grenache / Syrah,ECO,5.0,5,2,1,-1,-1,-1,"12,75 €",,False
Vinos rosados y rosé,Domaine Tariquet Marselan Rosé,2021,Domaine Tariquet,Côtes de Gascogne,Francia,Marselan,,0.0,5,0,1,-1,-1,-1,"8,60 €",,False
Vinos rosados y rosé,Giba Carignano del Sulcis Rosato,2016,Giba,Carignano del Sulcis,Italia,Carignano,,0.0,5,0,0,-1,-1,-1,"12,00 €",,False
Vinos rosados y rosé,Roche Mazet Clairement Rosé,2020,Roche Mazet,Pays d'Oc,Francia,Garnacha gris,,0.0,5,0,3,-1,-1,-1,"6,85 €",,False
Vinos rosados y rosé,Aromas del Silencio Rosado,2018,Fuentes del Silencio,Castilla y León,España,Prieto picudo,,0.0,5,0,0,-1,-1,-1,"11,86 €","13,95 €",True
Vinos rosados y rosé,Reale Tramonti Rosato Getis,2018,Azienda Agricola Reale,Costa d'Amalfi,Italia,Piedirosso / Tintore,ECO,0.0,5,0,0,-1,-1,-1,"32,10 €",,False
Vinos rosados y rosé,Regina Viarum Rosae,2018,Bodegas Regina Viarum,Ribeira Sacra,España,Mencía,,0.0,5,0,0,-1,-1,-1,"11,82 €","13,90 €",True
Vinos rosados y rosé,Ca N'Estruc Rosado,2021,Ca N'Estruc,Catalunya,España,Garnacha,,0.0,5,0,2,-1,-1,-1,"7,90 €",,False
Vinos rosados y rosé,Marina Palusci Cerasuolo SenzaNiente,2017,Marina Palusci,Cerasuolo d'Abruzzo,Italia,Montepulciano,,0.0,5,0,0,-1,-1,-1,"13,65 €",,False
Vinos rosados y rosé,Chiaromonte Pinot Nero Rosato Kimìa,2018,Chiaromonte,Puglia,Italia,Pinot noir,,0.0,5,0,0,-1,-1,-1,"12,87 €","14,30 €",True
Vinos rosados y rosé,La Basia Chiaretto La Moglie Ubriaca,2017,La Basia,Valtènesi,Italia,Groppello / Barbera / Marzemino / Sangiovese,,5.0,5,1,0,-1,-1,-1,"12,00 €",,False
Vinos rosados y rosé,Gulfi Nero d'Avola Rosà,2020,Gulfi,Sicilia,Italia,Nero d'Avola,ECO,4.0,5,2,3,-1,-1,-1,"12,55 €",,False
Vinos rosados y rosé,La Zorra Rosado,2017,Vinos La Zorra,Sierra de Salamanca,España,Tempranillo / Rufete,,0.0,5,0,0,-1,-1,-1,"9,15 €",,False
Vinos rosados y rosé,Yllera Rosé,2016,Yllera,Castilla y León,España,Tempranillo / Verdejo,,4.0,5,2,0,-1,-1,-1,"5,40 €",,False
Vinos rosados y rosé,Ca' De' Medici Lambrusco Frizzante Rosato,-1,Ca' De' Medici,Emilia,Italia,Lambrusco Salamino / Lambrusco Marani / Lambrusco Montericco / Lambrusco Maestri,,0.0,5,0,0,-1,-1,-1,"4,80 €",,False
Vinos rosados y rosé,Perla del Garda Rose delle Siepi,-1,Perla del Garda,Sin indicación geográfica,Italia,Rebo,,0.0,5,0,0,-1,-1,-1,"14,60 €",,False
Vinos rosados y rosé,Librandi Cirò Rosato,2020,Librandi,Cirò,Italia,Gaglioppo,,5.0,5,1,1,-1,-1,-1,"9,30 €",,False
Vinos rosados y rosé,Giusti Le Rose di Settembre,2019,Giusti Piergiovanni,Marche,Italia,Lacrima,,0.0,5,0,0,-1,-1,-1,"10,30 €",,False
Vinos rosados y rosé,Giacometti Patrimonio Rosé Cru des Agriate,2019,Giacometti,Patrimonio,Francia,Nielluccio / Sciacarello,,0.0,5,0,0,-1,-1,-1,"16,25 €",,False
Vinos rosados y rosé,Falesco Tellus Rosé di Syrah,2021,Falesco - Famiglia Cotarella,Lazio,Italia,Syrah,,0.0,5,0,0,-1,-1,-1,"10,85 €",,False
Vinos rosados y rosé,Vinica Tintilia Rosato Vigne del Sorbo,2016,Agricolavinica,Molise,Italia,Tintilia,,0.0,5,0,0,-1,-1,-1,"13,55 €",,False
Vinos rosados y rosé,Rocca delle Macìe Rosato Campo Maccione,2019,Rocca delle Macìe,Maremma Toscana,Italia,Sangiovese,,0.0,5,0,0,-1,-1,-1,"12,55 €",,False
Vinos rosados y rosé,Domaine des Terrisses Gaillac Rosé,2020,Domaine des Terrisses,Gaillac,Francia,Braucol / Duras / Syrah,,0.0,5,0,0,-1,-1,-1,"8,55 €",,False
Vinos rosados y rosé,Château d'Esclans Les Clans,2020,Château d'Esclans,Côtes-de-Provence,Francia,Grenache / Rolle / Syrah,,0.0,5,0,1,-1,-1,-1,"44,85 €",,False
Vinos rosados y rosé,Cascina degli Ulivi Bellotti Rosa,2018,Cascina degli Ulivi,Sin indicación geográfica,Italia,Merlot,ECO,0.0,5,0,0,-1,-1,-1,"14,60 €",,False
Vinos rosados y rosé,Cantine Russo Etna Rosato Piano dei Daini,2016,Cantine Russo,Etna,Italia,Nerello mascalese / Nerello cappuccio,,0.0,5,0,0,-1,-1,-1,"18,91 €","22,25 €",True
Vinos rosados y rosé,Masciarelli Colline Teatine Rosato,2019,Masciarelli,Colline Teatine,Italia,Montepulciano,,0.0,5,0,1,-1,-1,-1,"9,55 €",,False
Vinos rosados y rosé,Château Puech-Haut Tête de Bélier Rosé,2018,Château Puech-Haut,Languedoc,Francia,Monastrell / Grenache,,0.0,5,0,0,-1,-1,-1,"21,45 €",,False
Vinos rosados y rosé,Terre di Talamo Rosé Piano Piano,2019,Terre di Talamo,Toscana,Italia,Sangiovese / Cabernet sauvignon,ECO,0.0,5,0,0,-1,-1,-1,"15,90 €",,False
Vinos rosados y rosé,Casa de Si Florecita Clarete Tinajas,2015,Casa de Si,Calatayud,España,Garnacha / Garnacha blanca / Tinta de Toro,,0.0,5,0,1,-1,-1,-1,"23,70 €",,False
Vinos rosados y rosé,Il Borro Rosé del Borro,2018,Il Borro,Toscana,Italia,Sangiovese,,5.0,5,1,1,-1,-1,-1,"11,30 €",,False
Vinos rosados y rosé,Ognissole Pontelama,2017,Ognissole,Castel del Monte,Italia,Nero di Troia,ECO,0.0,5,0,0,-1,-1,-1,"11,29 €","12,55 €",True
