type,name,year,cellar,region,country,varieties,eco,rating,stars,opinions,likes,parker,penin,suckling,price,old_price,offer
Vino blanco,Torre de Ermelo,2021,Bodega Altos de Torona,Rías Baixas,España,Albariño,,4.0,5,2,1,-1,-1,-1,"8,40 €",,False
Vino blanco,Bardos Verdejo,2021,Bodega Bardos,Rueda,España,Verdejo,,4.33333,5,6,6,-1,-1,-1,"6,80 €",,False
Vino blanco,Jaboulet Parallèle 45 Blanc,2019,Domaines Paul Jaboulet Aîné,Côtes du Rhône,Francia,Garnacha blanca / Marsanne / Viognier / Bourboulenc,,4.0,5,1,3,-1,-1,-1,"9,76 €","10,85 €",True
Vino blanco,Jean Leon Vinya Gigi,2019,Jean Leon,Penedès,España,Chardonnay,ECO,5.0,5,2,3,-1,-1,-1,"23,95 €",,False
Vino blanco,Solà Fred Blanc,2020,Celler Masroig,Montsant,España,Macabeo / Garnacha blanca,,4.0,5,1,1,-1,-1,-1,"7,50 €",,False
Vino blanco,Sin Palabras,2021,Adegas CastroBrey,Rías Baixas,España,Albariño,,3.66667,5,3,0,-1,-1,-1,"12,50 €",,False
Vino blanco,Casa Agrícola Blanco,2020,Pepe Mendoza Casa Agrícola,Alicante,España,Moscatel de Alejandría / Macabeo / Airén,ECO,0.0,5,0,6,-1,-1,-1,"10,03 €","11,80 €",True
Vino blanco,Ipsis Blanc Flor,2020,Vins Padró,Tarragona,España,Macabeo / Xarel·lo / Moscatel de Alejandría,,0.0,5,0,1,-1,-1,-1,"4,95 €",,False
Vino blanco,El Coto Blanco,2021,El Coto de Rioja,Rioja,España,Viura,,4.48649,5,37,13,-1,-1,-1,"5,40 €",,False
Vino blanco,Dominio de Baco Verdejo,2021,Bodegas Baco,La Mancha,España,Verdejo,,0.0,5,0,1,-1,-1,-1,"4,95 €",,False
Vino blanco,Laus Blanco,2021,Bodegas Laus,Somontano,España,Chardonnay,,5.0,5,1,3,-1,-1,-1,"5,55 €",,False
Vino blanco,Ossian Verdling Trocken,2016,Ossian Vides y Vinos,Castilla y León,España,Verdejo,,4.5,5,2,0,-1,-1,-1,"20,90 €",,False
Vino blanco,Gran Predicat Blanc,2018,Celler Grifoll Declara,Priorat,España,Garnacha blanca,,0.0,5,0,1,-1,-1,-1,"27,50 €",,False
Vino blanco,Cérvoles Blanc,2020,Cérvoles Celler,Costers del Segre,España,Macabeo / Chardonnay,,5.0,5,2,1,-1,-1,-1,"22,95 €",,False
Vino blanco,Habla de Ti,2021,Bodegas Habla,Sin indicación geográfica,España,Sauvignon blanc,,4.375,5,8,7,-1,-1,-1,"10,50 €",,False
Vino blanco,Deseu,2021,Adegas Terrae,Ribeiro,España,Treixadura,,0.0,5,0,2,-1,-1,-1,"9,95 €",,False
Vino blanco,Quinta de Couselo Selección,2015,Quinta de Couselo,Rías Baixas,España,Albariño / Caiño blanco / Loureiro,,0.0,5,0,5,-1,94,-1,"24,85 €",,False
Vino blanco,Vie di Romans Sauvignon Vieris,2020,Vie di Romans,Friuli Isonzo,Italia,Sauvignon blanc,,4.66667,5,3,12,-1,-1,-1,"27,30 €",,False
Vino blanco,Hunter's Sauvignon Blanc,2021,Hunter's,Marlborough,Nueva Zelanda,Sauvignon blanc,,3.5,5,2,1,-1,-1,-1,"19,35 €",,False
Vino blanco,Laventura Malvasia,2019,MacRobert & Canals,Rioja,España,Malvasía,,4.0,5,2,1,-1,-1,-1,"15,73 €","18,50 €",True
Vino blanco,Coca i Fitó d'Or,2017,Coca i Fitó,Terra Alta,España,Garnacha blanca / Macabeo,,4.66667,5,3,8,-1,-1,-1,"14,90 €",,False
Vino blanco,Vie di Romans Flors di Uis,2017,Vie di Romans,Friuli Isonzo,Italia,Malvasia istriana / Friulano / Riesling,,5.0,5,2,6,-1,-1,-1,"26,10 €",,False
Vino blanco,Terra00 Orange aShut,2019,Vins del Tros,Terra Alta,España,Garnacha blanca,ECO,5.0,5,1,11,-1,-1,-1,"17,50 €",,False
Vino blanco,Weinbach Sylvaner Réserve,2019,Domaine Weinbach,Alsace,Francia,Silvaner,ECO,4.0,5,2,2,-1,-1,-1,"19,95 €",,False
Vino blanco,Spy Valley Sauvignon Blanc,2021,Spy Valley,Marlborough,Nueva Zelanda,Sauvignon blanc,,4.33333,5,3,5,-1,-1,-1,"19,40 €",,False
Vino blanco,Avancia Godello,2021,Bodegas Avanthia,Valdeorras,España,Godello,,4.66667,5,3,5,-1,-1,-1,"25,95 €",,False
Vino blanco,Baigorri Blanco Fermentado en Barrica,2017,Bodegas Baigorri,Rioja,España,Viura / Malvasía,,3.75,5,4,4,-1,90,90,"14,50 €",,False
Vino blanco,Quim Batlle Foranell Pansa Blanca,2017,Quim Batlle,Alella,España,Pansa blanca,ECO,0.0,5,0,1,-1,-1,-1,"13,95 €",,False
Vino blanco,Godelia Godello,2021,Bodegas Godelia,Bierzo,España,Godello / Doña blanca,,4.0,5,2,3,-1,-1,-1,"10,95 €",,False
Vino blanco,Pazo Barrantes,2019,Pazo de Barrantes,Rías Baixas,España,Albariño,,4.28571,5,7,13,94,93,-1,"35,50 €",,False
Vino blanco,Can Feixes Blanc Selecció,2021,Can Feixes,Penedès,España,Parellada / Macabeo / Chardonnay / Malvasía / Xarel·lo,ECO,4.2,5,5,2,90,-1,-1,"8,80 €",,False
Vino blanco,El Quintà Bàrbara Forés,2020,Celler Bàrbara Forés ,Terra Alta,España,Garnacha blanca,,5.0,5,1,7,-1,-1,-1,"17,90 €",,False
Vino blanco,Maestrante,2021,Bodegas Barbadillo,Cádiz,España,Palomino fino,,4.5,5,4,2,-1,-1,-1,"5,40 €",,False
Vino blanco,Alútiz Blanco,2021,Bodegas Alútiz,Rioja,España,Viura / Tempranillo blanco / Verdejo,,3.5,5,4,2,-1,-1,-1,"5,60 €",,False
Vino blanco,María de Molina Verdejo,2021,Bodegas Frutos Villar,Rueda,España,Verdejo,,5.0,5,1,0,-1,-1,-1,"5,95 €",,False
Vino blanco,La Sonrisa de Tares,2021,Dominio de Tares,Bierzo,España,Godello,,4.66667,5,6,11,-1,-1,-1,"9,50 €",,False
Vino blanco,Fresquito Vino de Tinaja,2020,Pérez Barquero,Montilla-Moriles,España,Pedro ximénez,,3.75,5,4,5,-1,-1,-1,"8,60 €",,False
Vino blanco,El Enemigo Semillón,2020,Bodega Aleanna,Mendoza,Argentina,Sémillon,,0.0,5,0,2,-1,-1,94,"19,90 €",,False
Vino blanco,Château Villa Bel-Air Blanc,2018,Famille J.M. Cazes,Graves,Francia,Sauvignon blanc / Sémillon,,0.0,5,0,1,91,-1,-1,"17,94 €",,False
Vino blanco,Alba de Miros Verdejo,2021,Bodegas Peñafiel,Rueda,España,Verdejo,,4.0,5,2,2,-1,-1,-1,"9,75 €",,False
Vino blanco,Fraga do Corvo Blanco,2021,Grandes Pagos Gallegos,Monterrei,España,Godello,,4.0,5,1,1,-1,-1,-1,"11,95 €",,False
Vino blanco,Dr. Loosen Wehlener Sonnenuhr Kabinett,2021,Loosen Bros,Mosel,Alemania,Riesling,,2.0,5,1,3,-1,-1,-1,"21,90 €",,False
Vino blanco,Rodrigo Méndez Cíes,2021,Bodegas y Viñedos Rodrigo Méndez,Rías Baixas,España,Albariño,,4.5,5,4,11,-1,-1,-1,"15,50 €",,False
Vino blanco,Saint M Blanc,2019,Château Saint Maur,Côtes-de-Provence,Francia,Rolle,,0.0,5,0,0,-1,-1,-1,"16,90 €",,False
Vino blanco,Flor de Édalo,-1,Bodegas Contreras Ruiz,Sin indicación geográfica,España,Zalema / Moscatel de Alejandría,,5.0,5,1,2,-1,-1,-1,"6,40 €",,False
Vino blanco,Laureatus Lías,2013,Adega Laureatus,Rías Baixas,España,Albariño,,4.5,5,2,2,-1,-1,-1,"14,02 €","16,50 €",True
Vino blanco,Lauwa Blanco,2019,Lauwa,Rioja,España,Tempranillo blanco,,0.0,5,0,0,-1,-1,-1,"6,75 €","7,95 €",True
Vino blanco,Aura Verdejo Vendimia Nocturna,2021,Bodegas Aura,Rueda,España,Verdejo,,4.0,5,3,4,-1,-1,-1,"8,20 €",,False
Vino blanco,La Val,2021,Bodegas La Val,Rías Baixas,España,Albariño,,5.0,5,1,3,-1,-1,90,"9,95 €",,False
Vino blanco,Mas Comtal Pomell de Blancs,2020,Mas Comtal,Penedès,España,Chardonnay / Xarel·lo,ECO,5.0,5,1,0,-1,-1,-1,"8,40 €",,False
Vino blanco,Viña Costeira,2021,Viña Costeira,Ribeiro,España,Treixadura / Torrontés / Albariño / Godello / Loureiro,,4.57143,5,7,3,-1,-1,-1,"6,85 €",,False
Vino blanco,4 Monos Albillo,2019,4 Monos Viticultores,Vinos de Madrid,España,Albillo,,0.0,5,0,2,91,-1,-1,"20,50 €",,False
Vino blanco,The Flower and the Bee Treixadura,2021,Coto de Gomariz,Ribeiro,España,Treixadura,,4.57143,5,7,9,-1,-1,-1,"9,40 €",,False
Vino blanco,Llàgrimes de Tardor Blanc,2020,Agrícola Sant Josep,Terra Alta,España,Garnacha blanca,,4.2,5,5,2,-1,-1,-1,"10,85 €",,False
Vino blanco,Jean Leon 3055 Chardonnay,2021,Jean Leon,Penedès,España,Chardonnay,ECO,4.71429,5,7,3,-1,-1,-1,"12,10 €",,False
Vino blanco,Blanc Pescador,-1,Perelada,Sin indicación geográfica,España,Macabeo / Parellada / Xarel·lo,,4.39024,5,41,14,-1,-1,-1,"4,50 €",,False
Vino blanco,Viñas del Vero Macabeo Chardonnay,2020,Viñas del Vero,Somontano,España,Macabeo / Chardonnay,,4.5,5,8,5,-1,-1,-1,"3,94 €","4,65 €",True
Vino blanco,Castelo dos Condes,-1,Bodegas y Viñedos de Altura,Ribeiro,España,Palomino fino,,3.75,5,4,4,-1,-1,-1,"4,80 €",,False
Vino blanco,Taanug Blanco,2019,Bodegas Pinord,Penedès,España,Macabeo / Parellada / Xarel·lo,,0.0,5,0,0,-1,-1,-1,"4,92 €","5,80 €",True
Vino blanco,Agustí Torelló Mata Xic,2021,Cavas Agustí Torelló,Penedès,España,Xarel·lo,ECO,2.66667,5,3,0,-1,-1,-1,"6,70 €",,False
Vino blanco,Planetes de Nin Blanc,2021,Família Nin-Ortiz,Priorat,España,Cariñena blanca,,5.0,5,2,11,-1,-1,-1,"33,90 €",,False
Vino blanco,Mono Blanc Tintín,2020,La Vinyeta,Empordà,España,Malvasía,ECO,0.0,5,0,2,-1,-1,-1,"7,44 €","8,75 €",True
Vino blanco,Enrique Mendoza Chardonnay Joven,2021,Enrique Mendoza Viticultor,Alicante,España,Chardonnay,,4.66667,5,3,4,-1,-1,-1,"8,55 €",,False
Vino blanco,Dog Point Section 94,2019,Dog Point Vineyard,Marlborough,Nueva Zelanda,Sauvignon blanc,,0.0,5,0,1,-1,-1,95,"27,95 €",,False
Vino blanco,Finca Luzón Colección Blanco,2020,Bodegas Luzón,Jumilla,España,Macabeo / Airén,,3.66667,5,3,5,-1,-1,-1,"5,78 €","6,80 €",True
Vino blanco,Coto de Imaz Blanco Reserva,2018,El Coto de Rioja,Rioja,España,Chardonnay,,4.0,5,4,5,-1,-1,-1,"11,95 €",,False
Vino blanco,Collepere Verdicchio di Matelica Grillì,2019,Collepere,Verdicchio di Matelica,Italia,Verdicchio,,3.4,5,5,16,-1,-1,-1,"15,90 €",,False
Vino blanco,La Germana de Pascona,2019,Pascona,Montsant,España,Macabeo / Moscatel de grano menudo,,4.0,5,1,1,-1,-1,-1,"7,90 €",,False
Vino blanco,La Petite Perrière Blanc,2021,Domaine Saget-Saget La Perrière,Sin indicación geográfica,Francia,Sauvignon blanc,,4.33333,5,6,1,-1,-1,-1,"9,60 €",,False
Vino blanco,Marko Gure Arbasoak,2020,Oxer Bastegieta,Bizkaiko Txakolina,España,Hondarribi zerratia / Hondarribi zuri,,0.0,5,0,10,-1,-1,-1,"20,65 €",,False
Vino blanco,Markus Molitor Haus Klosterberg Pinot Blanc,2019,Markus Molitor,Mosel,Alemania,Pinot blanc,,3.5,5,4,6,-1,-1,-1,"13,50 €",,False
Vino blanco,Nadal X Xarel·lo Vermell ECO,2019,Caves Nadal,Penedès,España,Xarel·lo vermell,ECO,4.66667,5,3,1,-1,-1,-1,"11,80 €",,False
Vino blanco,Navazos-Niepoort,2020,Equipo Navazos,Cádiz,España,Palomino fino,,3.85714,5,7,15,92,-1,-1,"19,75 €",,False
Vino blanco,Carlo di Pradis Collio Ribolla Gialla,2020,Carlo di Pradis,Collio,Italia,Ribolla gialla,,0.0,5,0,0,-1,-1,-1,"14,60 €",,False
Vino blanco,El Patito Feo Treixadura,2021,Pateiro Vinos de Guarda,Ribeiro,España,Treixadura,,5.0,5,2,6,-1,-1,-1,"17,50 €",,False
Vino blanco,Blei Clos Martina,2016,Mas d'en Blei,Priorat,España,Garnacha blanca / Pedro ximénez / Pensal blanca,,4.33333,5,3,3,-1,-1,-1,"15,95 €",,False
Vino blanco,Quinta de Couselo,2021,Quinta de Couselo,Rías Baixas,España,Albariño / Caiño blanco / Loureiro / Treixadura,,4.6,5,5,7,-1,-1,-1,"12,95 €",,False
Vino blanco,Barzen Riesling Spätlese Trocken,2019,Weinhaus Alexander Barzen,Mosel,Alemania,Riesling,,4.0,5,1,4,-1,-1,-1,"16,50 €",,False
Vino blanco,Salino,2018,Bodega Vinessens,Alicante,España,Malvasía,ECO,4.0,5,1,4,-1,-1,-1,"8,41 €","9,90 €",True
Vino blanco,Sangarida La Guiana,2020,Attis Bodegas y Viñedos,Bierzo,España,Godello,,0.0,5,0,0,-1,-1,94,"31,10 €",,False
Vino blanco,Auzells,2018,Tomàs Cusiné,Costers del Segre,España,Macabeo / Viognier / Sauvignon blanc / Chardonnay / Müller-Thurgau / Moscatel de grano menudo,,4.4,5,5,2,-1,-1,-1,"11,20 €",,False
Vino blanco,Sommos Colección Gewürztraminer,2021,Bodega Sommos,Somontano,España,Gewürztraminer,,3.0,5,2,3,-1,-1,-1,"10,10 €",,False
Vino blanco,Clos de Torribas Blanc,2020,Bodegas Pinord,Penedès,España,Gewürztraminer / Macabeo / Parellada / Xarel·lo,ECO,5.0,5,2,1,-1,-1,-1,"5,95 €",,False
Vino blanco,Valtea,2021,Adegas Valtea,Rías Baixas,España,Albariño,,5.0,5,1,3,-1,-1,-1,"12,90 €",,False
Vino blanco,Viladellops Xarel·lo,2021,Finca Viladellops,Penedès,España,Xarel·lo,ECO,0.0,5,0,0,-1,-1,-1,"7,50 €",,False
Vino blanco,Portia Verdejo,2021,Bodegas Portia,Rueda,España,Verdejo,,5.0,5,1,1,-1,-1,-1,"7,90 €",,False
Vino blanco,Morillon Blanc by Jeff Carrel,2021,Jeff Carrel,Sin indicación geográfica,Francia,Chardonnay,,5.0,5,1,2,-1,-1,-1,"12,50 €",,False
Vino blanco,Yllera Verdejo Vendimia Nocturna,2021,Yllera,Rueda,España,Verdejo,,4.4,5,5,2,-1,-1,-1,"6,30 €",,False
Vino blanco,El Paseante La Duda,2021,Vinos del Paseante,Monterrei,España,Godello,,5.0,5,1,1,-1,-1,-1,"10,95 €",,False
Vino blanco,Finca Antigua Blanco,2021,Finca Antigua,La Mancha,España,Viura,,0.0,5,0,1,-1,-1,-1,"6,50 €",,False
Vino blanco,Can Axartell Blanco,2021,Can Axartell,Mallorca,España,Malvasía / Premsal,ECO,3.0,5,1,1,-1,-1,-1,"12,95 €",,False
Vino blanco,Sumarroca Temps de Flors,2022,Sumarroca,Penedès,España,Xarel·lo / Moscatel de grano menudo / Gewürztraminer,,5.0,5,1,1,-1,-1,-1,"8,95 €",,False
Vino blanco,Bestué Chardonnay,2021,Otto Bestué,Somontano,España,Chardonnay,,5.0,5,1,3,-1,-1,-1,"7,60 €",,False
Vino blanco,Kentia,2021,Orowines,Rías Baixas,España,Albariño,,3.66667,5,3,1,-1,-1,-1,"9,95 €",,False
Vino blanco,Cala Marquesa,2021,Alegre Wines & Spirits,Terra Alta,España,Garnacha blanca,,0.0,5,0,1,-1,-1,-1,"8,30 €",,False
Vino blanco,Lorenzo Cachazo Blanco,2021,Angel Lorenzo Cachazo,Rueda,España,Verdejo / Viura,,4.66667,5,3,3,-1,-1,-1,"6,30 €",,False
Vino blanco,Calcari,2021,Parés Baltà,Penedès,España,Xarel·lo,ECO,5.0,5,2,5,-1,-1,-1,"11,50 €",,False
Vino blanco,Colterenzio Moscato Giallo Sand,2020,Colterenzio,Alto Adige,Italia,Moscatel amarillo,,4.0,5,1,0,-1,-1,-1,"15,95 €",,False
Vino blanco,Gran Viña Sol,2021,Propiedad Bodegas Torres,Penedès,España,Chardonnay / Parellada,,3.75,5,4,1,-1,-1,-1,"12,60 €",,False
Vino blanco,Lagravera Ciclic Blanc,2019,Celler Lagravera,Costers del Segre,España,Garnacha blanca,ECO,0.0,5,0,3,-1,-1,-1,"20,50 €",,False
Vino blanco,Cuatro Rayas Organic Verdejo,2021,Bodega Cuatro Rayas,Rueda,España,Verdejo,ECO,0.0,5,0,1,-1,-1,-1,"7,50 €",,False
Vino blanco,Torelló Gran Crisalys,2018,Torelló,Penedès,España,Xarel·lo,ECO,3.0,5,1,0,-1,90,-1,"12,50 €",,False
Vino blanco,Agnusdei,2021,Bodegas Vionta,Rías Baixas,España,Albariño,,4.0,5,1,2,-1,-1,-1,"8,95 €",,False
Vino blanco,Agás do Tempo,2021,Bodegas el Paraguas,Ribeiro,España,Treixadura / Albariño / Torrontés / Loureiro,,4.0,5,1,5,-1,-1,-1,"13,90 €",,False
Vino blanco,Blanc Pescador Verdejo,-1,Perelada,Sin indicación geográfica,España,Verdejo,,4.5,5,6,1,-1,-1,-1,"4,90 €",,False
Vino blanco,Pinord Moscato Mediterráneo,-1,Bodegas Pinord,Penedès,España,Moscatel de Alejandría,,4.0,5,1,1,-1,-1,-1,"5,90 €",,False
Vino blanco,Emina Verdejo,2021,Bodegas Emina,Rueda,España,Verdejo,,4.25,5,4,2,-1,-1,-1,"5,95 €",,False
Vino blanco,Montecillo Singladuras Albariño,2021,Bodegas Montecillo,Rías Baixas,España,Albariño,,0.0,5,0,0,-1,-1,-1,"8,95 €",,False
Vino blanco,Llopart Vitis,2021,Cavas Llopart,Penedès,España,Xarel·lo / Subirat parent / Moscatel de Alejandría,ECO,0.0,5,0,2,-1,-1,-1,"9,50 €",,False
Vino blanco,Pita Verderrubí Verdejo Ecológico,2020,Viñedos Verderrubí,Rueda,España,Verdejo,ECO,0.0,5,0,2,-1,-1,-1,"8,40 €",,False
Vino blanco,Mirlo Blanco,2021,Alegre Wines & Spirits,Rueda,España,Verdejo,,4.0,5,1,4,-1,-1,-1,"13,85 €",,False
Vino blanco,Verdeo,2021,Propiedad Bodegas Torres,Rueda,España,Verdejo,,4.5,5,6,4,-1,-1,-1,"7,70 €",,False
Vino blanco,Ponte da Boga Blanco Lexitimo,2020,Adega Ponte da Boga,Ribeira Sacra,España,Blanca del país,,0.0,5,0,2,-1,91,-1,"16,66 €","19,60 €",True
Vino blanco,Tocat de l'Ala Blanc,2021,Coca i Fitó & Roig Parals,Empordà,España,Garnacha blanca / Macabeo,,2.0,5,1,0,-1,-1,-1,"10,50 €",,False
Vino blanco,Rodríguez de Vera Chardonnay,2019,Bodega Rodríguez de Vera,Almansa,España,Chardonnay,ECO,0.0,5,0,4,-1,-1,-1,"11,85 €",,False
Vino blanco,Captura de Luz,2021,Wineissocial,Rías Baixas,España,Albariño,,4.5,5,2,1,-1,-1,-1,"11,95 €",,False
Vino blanco,Blanc Bàrbara Forés,2021,Celler Bàrbara Forés ,Terra Alta,España,Garnacha blanca / Viognier,,3.0,5,4,4,-1,-1,-1,"8,95 €",,False
Vino blanco,Cuqueira Blanco,2021,Bodegas Cunqueiro,Ribeiro,España,Treixadura / Torrontés,,4.0,5,1,2,-1,-1,-1,"6,80 €",,False
Vino blanco,Nivarius Finca la Nevera,2016,Bodegas Nivarius,Rioja,España,Maturana blanca,,0.0,5,0,0,91,94,-1,"29,40 €",,False
Vino blanco,Edetària Selecció Blanc,2019,Edetària,Terra Alta,España,Garnacha blanca,,4.66667,5,3,5,-1,-1,-1,"23,80 €",,False
Vino blanco,Valmiñor,2019,Adegas Valmiñor,Rías Baixas,España,Albariño,,5.0,5,2,0,-1,-1,-1,"11,95 €",,False
Vino blanco,Pita Dominio de Verderrubí,2020,Viñedos Verderrubí,Rueda,España,Verdejo,ECO,4.0,5,1,1,-1,-1,-1,"9,00 €",,False
Vino blanco,Barbazul Blanco,2021,Huerta de Albalá,Cádiz,España,Chardonnay,,4.14286,5,7,4,-1,-1,-1,"8,95 €",,False
Vino blanco,Weinbach Pinot Blanc Réserve,2020,Domaine Weinbach,Alsace,Francia,Pinot blanc,ECO,4.0,5,1,3,-1,-1,-1,"26,90 €",,False
Vino blanco,Waltraud,2019,Familia Torres,Penedès,España,Riesling,,4.5,5,2,5,-1,91,-1,"20,90 €",,False
Vino blanco,Maison Les Alexandrins Terrasses Blanc,2019,Maison les Alexandrins,Côtes du Rhône,Francia,Viognier / Marsanne / Garnacha blanca,,0.0,5,0,1,-1,-1,-1,"9,90 €",,False
Vino blanco,Hacienda Real Airén,2021,Bodegas Baco,Castilla,España,Airén,,0.0,5,0,0,-1,-1,-1,"5,95 €",,False
Vino blanco,Protocolo Blanco,2021,Dominio de Eguren,Castilla,España,Macabeo / Airén,ECO,3.75,5,4,0,-1,-1,-1,"4,20 €",,False
Vino blanco,Renovatium White,2021,Terravineas Winery and Vineyards,Valencia,España,Moscatel de Alejandría,,4.0,5,6,4,-1,-1,-1,"5,55 €",,False
Vino blanco,Colegiata Blanco,2021,Bodegas Fariña,Toro,España,Malvasía,,4.125,5,8,7,-1,-1,-1,"5,75 €",,False
Vino blanco,Pinord Reynal Blanc,-1,Bodegas Pinord,Penedès,España,Macabeo / Parellada / Xarel·lo,,5.0,5,2,1,-1,-1,-1,"5,55 €",,False
Vino blanco,UBE Miraflores,2021,Bodega Cota 45,Sin indicación geográfica,España,Palomino fino,,5.0,5,1,6,-1,-1,-1,"18,95 €",,False
Vino blanco,Tenuta Bellafonte Trebbiano Spoletino Arneto,2017,Tenuta Bellafonte,Umbria,Italia,Trebbiano spoletino,,0.0,5,0,2,-1,-1,-1,"21,30 €",,False
Vino blanco,Anais Xarel·lo,2021,U Més U,Penedès,España,Xarel·lo,ECO,0.0,5,0,2,-1,-1,-1,"7,60 €",,False
Vino blanco,Terraprima Blanc,2021,Can Ràfols dels Caus,Penedès,España,Xarel·lo / Macabeo / Moscatel de grano menudo,,4.66667,5,3,0,90,-1,-1,"10,95 €",,False
Vino blanco,Sons de Prades,2018,Familia Torres,Conca de Barberà,España,Chardonnay,,3.0,5,1,1,-1,-1,-1,"27,95 €",,False
Vino blanco,42 Zura de Gorka Izagirre,2019,Gorka Izagirre,Bizkaiko Txakolina,España,Hondarribi zerratia,,5.0,5,1,3,-1,-1,-1,"23,50 €",,False
Vino blanco,Olga Albariño,2021,Teijido Viñedos y Bodega,Rías Baixas,España,Albariño,,5.0,5,2,4,-1,-1,-1,"12,75 €",,False
Vino blanco,Javier Sanz Verdejo,2021,Javier Sanz Viticultor,Rueda,España,Verdejo,,4.4,5,5,6,-1,-1,-1,"9,95 €",,False
Vino blanco,Raimat 100,2016,Raimat,Costers del Segre,España,Chardonnay / Xarel·lo,,0.0,5,0,0,-1,-1,-1,"34,50 €",,False
Vino blanco,La Raia Gavi,2019,La Raia,Gavi,Italia,Cortese,ECO,4.0,5,1,2,-1,-1,-1,"12,64 €","14,05 €",True
Vino blanco,Martín Códax Lías,2020,Bodegas Martín Códax,Rías Baixas,España,Albariño,,4.5,5,2,5,-1,-1,-1,"18,50 €",,False
Vino blanco,Trevejos Bambú Blanco,2020,Altos de Tr3vejos,Abona,España,Listán blanco / Albillo / Verdello,,0.0,5,0,1,-1,-1,-1,"7,78 €","9,15 €",True
Vino blanco,Adhuc Tempus Ribeiro,2021,Vinos Adhuc Tempus,Ribeiro,España,Palomino fino / Treixadura / Torrontés,,0.0,5,0,0,-1,-1,-1,"6,75 €",,False
Vino blanco,Blanco Hornillos de Callejuela,2021,Callejuela,Sin indicación geográfica,España,Palomino fino,,5.0,5,1,3,90,-1,-1,"8,25 €",,False
Vino blanco,Atlantis Albariño,2021,Castillo de Maetierra,Rías Baixas,España,Albariño,,3.66667,5,6,5,-1,-1,-1,"12,50 €",,False
Vino blanco,Villa Lanata Langhe Chardonnay,2019,Villa Lanata,Langhe,Italia,Chardonnay,,3.5,5,2,1,-1,-1,91,"9,50 €",,False
Vino blanco,Château Pique-Perlou L'As de Pique,2020,Château Pique-Perlou,Minervois,Francia,Garnacha blanca,,0.0,5,0,2,-1,-1,-1,"8,20 €",,False
Vino blanco,Valtravieso Nogara Verdejo,2021,Bodegas y Viñedos Valtravieso,Rueda,España,Verdejo,,5.0,5,2,1,-1,-1,-1,"8,65 €",,False
Vino blanco,Leo Torrontés,2019,Casa Bianchi - Leo,Mendoza,Argentina,Torrontés,,4.33333,5,3,1,-1,-1,-1,"11,75 €",,False
Vino blanco,Les Brugueres Blanc,2021,La Conreria de Scala Dei,Priorat,España,Garnacha blanca,,4.58333,5,12,14,91,-1,93,"17,50 €",,False
Vino blanco,Dominio Do Bibei Lalume,2018,Dominio do Bibei,Ribeiro,España,Treixadura,,4.0,5,1,7,-1,-1,-1,"17,90 €",,False
Vino blanco,Chapoutier Chante-Alouette,2018,M. Chapoutier,Hermitage,Francia,Marsanne,,5.0,5,1,2,-1,-1,-1,"74,20 €",,False
Vino blanco,Maravides Chardonnay,2019,Viñedos Balmoral,Sin indicación geográfica,España,Chardonnay,,0.0,5,0,0,-1,-1,-1,"6,75 €","7,95 €",True
Vino blanco,Marqués de Cáceres Blanco,2021,Marqués de Cáceres,Rioja,España,Viura,,4.57143,5,21,5,-1,-1,-1,"5,40 €",,False
Vino blanco,Pago de Valdoneje Godello,2021,Vinos Valtuille,Bierzo,España,Godello,,3.0,5,1,2,-1,-1,-1,"12,90 €",,False
Vino blanco,Pauline Cuvée de Prestige Sancerre Blanc,2018,Domaine Éric Louis,Sancerre,Francia,Sauvignon blanc,,0.0,5,0,1,-1,-1,-1,"28,70 €",,False
Vino blanco,Pelleriti Reserve Chardonnay,2016,Marcelo Pelleriti Wines,Valle de Uco,Argentina,Chardonnay,,2.0,5,1,1,-1,-1,-1,"14,36 €","16,90 €",True
Vino blanco,Estancia Piedra Verdejo,2020,Bodega Estancia Piedra,Rueda,España,Verdejo,,4.5,5,2,0,-1,-1,-1,"7,50 €",,False
Vino blanco,Bro Valero Fermentado en Barrica,2018,Bro Valero Bodegas y Viñedos,La Mancha,España,Macabeo / Chardonnay,ECO,0.0,5,0,0,-1,-1,-1,"8,40 €",,False
Vino blanco,Gini Soave Classico,2019,Azienda Agricola Gini,Soave DOC,Italia,Garganega,ECO,0.0,5,0,3,-1,-1,-1,"12,41 €","14,60 €",True
Vino blanco,Botijo Blanco Garnacha Blanca,2021,Bodegas Frontonio,Valdejalón,España,Garnacha blanca / Macabeo,,4.0,5,2,3,-1,-1,-1,"9,50 €",,False
Vino blanco,Protos Verdejo Reserva,2019,Bodegas Protos,Rueda,España,Verdejo,,4.42857,5,7,1,-1,-1,-1,"18,95 €",,False
Vino blanco,Quinta do Ameal Loureiro,2019,Quinta Do Ameal,Vinho Verde,Portugal,Loureiro / Arinto,,4.0,5,2,4,-1,-1,-1,"15,50 €",,False
Vino blanco,Rovellats Blanc Primavera,2020,Rovellats,Penedès,España,Xarel·lo / Chardonnay / Macabeo,,0.0,5,0,0,-1,-1,-1,"6,50 €",,False
Vino blanco,Barzen Riesling Trocken,2019,Weinhaus Alexander Barzen,Mosel,Alemania,Riesling,,4.16667,5,6,2,-1,-1,-1,"12,60 €",,False
